0.00144221,0.458808,0,0
0.00240193,0.007996,0.5,7628.54
0.00396756,0.007996,0.5,-2e-05
0.00595572,0.673066,0.5,-4.5e-05
0.00741739,0.457739,0.5,-4.5e-05
0.0089576,0.161166,0.5,-4.5e-05
0.0103821,0.067563,0.5,-0.003109
0.0119564,0.061261,0.5,-0.004531
0.0134097,0.055333,0.5,-0.005626
0.0149539,0.025173,0.5,-0.006353
0.0163748,0.014877,0.5,-0.00754
0.0179583,0.005781,0.5,-0.008497
0.0194122,0.012705,0.5,-0.009421
0.0209588,0.014094,0.5,-0.010187
0.0223792,0.009247,0.5,-0.01112
0.0239594,0.029369,0.5,-0.011766
0.0249704,0.004281,0.5,-0.012504
0.0268559,0.031294,0.5,-0.012891
0.0283805,0.009655,0.5,-0.013701
0.0299599,0.032317,0.5,-0.014455
0.0309711,0.032317,0.5,-0.015058
0.0329603,0.020712,0.5,-0.015456
0.033973,0.020712,0.5,-0.016333
0.0353834,0.039315,0.5,-0.016677
0.0369612,0.039315,0.5,-0.017119
0.038961,0.037766,0.5,-0.017762
0.0409621,0.037766,0.5,-0.018431
0.0428587,0.037766,0.5,-0.01908
0.0443829,0.037766,0.5,-0.019575
0.0459625,0.031521,0.5,-0.02012
0.047963,0.031521,0.5,-0.02051
0.0499632,0.031521,0.5,-0.021035
0.0520034,0.031521,0.5,-0.02159
0.0529751,0.026861,0.5,-0.021987
0.0549631,0.012252,0.5,-0.022242
0.0569655,0.012252,0.5,-0.022626
0.0588602,0.007722,0.5,-0.022918
0.0603879,0.003451,0.5,-0.023235
0.0619647,0.019631,0.5,-0.023413
0.0639657,0.019631,0.5,-0.02359
0.0659656,0.019631,0.5,-0.023654
0.0680105,0.007772,0.5,-0.023898
0.0699736,0.434836,0.5,-0.446862
0.070966,0.019251,0.5,-0.446862
0.0729677,0.007584,0.5,-0.024079
0.0748638,0.007584,0.5,-0.024038
0.0763892,0.035638,0.5,-0.024055
0.0779685,0.035638,0.5,-0.024071
0.079969,0.019078,0.5,-0.024014
0.0819686,0.003443,0.5,-0.023963
0.0834003,0.003443,0.5,-0.023794
0.0853917,0.003443,0.5,-0.023848
0.0869688,0.035375,0.5,-0.023704
0.0883909,0.023547,0.5,-0.02372
0.0899705,0.011367,0.5,-0.023618
0.0909821,0.011367,0.5,-0.02367
0.0923909,0.011367,0.5,-0.023632
0.0939748,0.003377,0.5,-0.023576
0.0953919,0.003377,0.5,-0.023553
0.0974225,0.027513,0.5,-0.023475
0.0988733,0.027513,0.5,-0.023477
0.0999845,0.027513,0.5,-0.023492
0.101975,0.027513,0.5,-0.023363
0.103392,0.003312,0.5,-0.02341
0.104972,0.003312,0.5,-0.023354
0.106868,0.023737,0.5,-0.023342
0.107984,0.023737,0.5,-0.023331
0.109973,0.019539,0.5,-0.023332
0.111974,0.019539,0.5,-0.02326
0.112984,0.011473,0.5,-0.023285
0.114876,0.011473,0.5,-0.023286
0.115986,0.003336,0.5,-0.023264
0.117973,0.019742,0.5,-0.02322
0.118987,0.019742,0.5,-0.023256
0.120395,0.019742,0.5,-0.023269
0.121975,0.019742,0.5,-0.023324
0.123396,0.019742,0.5,-0.02335
0.125011,0.003253,0.5,-0.023351
0.126975,0.003253,0.5,-0.023362
0.128976,0.003253,0.5,-0.023425
0.130878,0.035575,0.5,-0.023308
0.131988,0.035575,0.5,-0.02334
0.133977,0.035575,0.5,-0.023369
0.135977,0.035575,0.5,-0.023449
0.137977,0.039557,0.5,-0.023412
0.139396,0.019317,0.5,-0.0233
0.140977,0.035488,0.5,-0.023383
0.141988,0.035488,0.5,-0.023351
0.142989,0.035488,0.5,-0.02335
0.144978,0.035488,0.5,-0.023298
0.145989,0.035488,0.5,-0.023306
0.147398,0.003123,0.5,-0.023353
0.148978,0.003123,0.5,-0.023262
0.150978,0.019355,0.5,-0.023335
0.153015,0.019286,0.5,-0.023314
0.154876,0.019286,0.5,-0.023347
0.155991,0.007075,0.5,-0.023279
0.15798,0.007075,0.5,-0.023398
0.159981,0.007075,0.5,-0.023295
0.161981,0.007075,0.5,-0.023365
0.163402,0.007075,0.5,-0.023399
0.164981,0.007075,0.5,-0.023306
0.166981,0.035487,0.5,-0.02337
0.168017,0.035487,0.5,-0.023343
0.168993,0.035487,0.5,-0.02334
0.170878,0.011361,0.5,-0.023386
0.171994,0.0031,0.5,-0.02336
0.173982,0.007169,0.5,-0.023395
0.175983,0.019016,0.5,-0.023318
0.177985,0.019016,0.5,-0.023326
0.180044,0.019016,0.5,-0.023305
0.182013,0.435553,0.5,-0.023289
0.183015,0.435553,0.5,15258.5
0.18502,0.435553,0.5,-0.02334
0.186911,0.023252,0.5,-0.023243
0.189008,0.736267,0.5,-0.023293
0.191015,0.43416,0.5,-0.023293
0.191984,0.159131,0.5,-0.023293
0.194009,0.091051,0.5,-0.026916
0.196024,0.047706,0.5,-0.028908
0.197986,0.010907,0.5,-0.030252
0.199987,0.017404,0.5,-0.031686
0.201984,0.009211,0.5,-0.033022
0.204024,0.019046,0.5,-0.034392
0.205987,0.01859,0.5,-0.035602
0.207988,0.013202,0.5,-0.036747
0.209988,0.007106,0.5,-0.037791
0.212024,0.007787,0.5,-0.038877
0.214024,0.004336,0.5,-0.039955
0.21599,0.004336,0.5,-0.040947
0.217989,0.004336,0.5,-0.042029
0.220025,0.004336,0.5,-0.043172
0.221989,0.023663,0.5,-0.044193
0.22399,0.023663,0.5,-0.045066
0.22599,0.023429,0.5,-0.045976
0.228027,0.031598,0.5,-0.046853
0.229991,0.012031,0.5,-0.047617
0.231988,0.036086,0.5,-0.04826
0.233991,0.036086,0.5,-0.049002
0.236024,0.036086,0.5,-0.049712
0.237993,0.036086,0.5,-0.050374
0.239993,0.006029,0.5,-0.05097
0.241992,0.035906,0.5,-0.051541
0.244029,0.030044,0.5,-0.0521
0.24599,0.021099,0.5,-0.052571
0.24803,0.023665,0.5,-0.053001
0.249994,0.011921,0.5,-0.053427
0.252031,0.026218,0.5,-0.053714
0.253996,0.021674,0.5,-0.054029
0.255992,0.021674,0.5,-0.054298
0.257995,0.00981,0.5,-0.054524
0.260031,0.012606,0.5,-0.054698
0.261998,0.012606,0.5,-0.054932
0.263993,0.012679,0.5,-0.055001
0.265996,0.012679,0.5,-0.055114
0.268033,0.012679,0.5,-0.055144
0.269999,0.02639,0.5,-0.0552
0.271996,0.012666,0.5,-0.055166
0.273998,0.036858,0.5,-0.055077
0.275031,0.036858,0.5,-0.055094
0.276418,0.02176,0.5,-0.054967
0.278,0.012556,0.5,-0.054912
0.279459,0.404011,0.5,-0.054933
0.280422,0.006088,0.5,53405.5
0.282004,0.019871,0.5,-0.054815
0.284035,0.02166,0.5,-0.054759
0.286001,0.025616,0.5,-0.054649
0.288,0.640832,0.5,-0.054626
0.290006,0.403191,0.5,-0.054626
0.290902,0.195425,0.5,-0.054626
0.292014,0.077167,0.5,-0.057458
0.294002,0.077758,0.5,-0.05866
0.296002,0.058659,0.5,-0.060069
0.298002,0.05276,0.5,-0.061147
0.300037,0.03017,0.5,-0.062236
0.302003,0.00857,0.5,-0.063278
0.303998,0.065549,0.5,-0.064376
0.306002,0.065549,0.5,-0.065291
0.308038,0.017971,0.5,-0.066145
0.310004,0.009018,0.5,-0.067001
0.312039,0.008294,0.5,-0.067677
0.314003,0.019013,0.5,-0.068391
0.31604,0.000506,0.5,-0.069307
0.318004,0.000506,0.5,-0.070184
0.320004,0.016968,0.5,-0.070965
0.322002,0.007587,0.5,-0.071755
0.324041,0.003517,0.5,-0.07245
0.326006,0.016784,0.5,-0.073139
0.328006,0.005218,0.5,-0.073809
0.330006,0.010751,0.5,-0.074451
0.332042,0.00098,0.5,-0.075056
0.334006,0.006902,0.5,-0.075673
0.336004,0.01649,0.5,-0.076295
0.338007,0.010813,0.5,-0.076712
0.340044,0.013097,0.5,-0.077174
0.342007,0.00743,0.5,-0.077568
0.344008,0.013218,0.5,-0.077937
0.346041,0.020244,0.5,-0.078257
0.348044,0.020244,0.5,-0.078625
0.350009,0.008759,0.5,-0.078889
0.35201,0.008759,0.5,-0.079053
0.35343,0.002603,0.5,-0.079304
0.354912,0.002603,0.5,-0.079404
0.356432,0.002603,0.5,-0.079471
0.35801,0.002603,0.5,-0.079625
0.359432,0.002603,0.5,-0.079768
0.361011,0.002603,0.5,-0.079847
0.36243,0.000455,0.5,-0.079832
0.364047,0.006816,0.5,-0.079911
0.365431,0.019111,0.5,-0.079897
0.367011,0.020952,0.5,-0.079818
0.368433,0.012609,0.5,-0.079853
0.370012,0.01255,0.5,-0.079871
0.372073,0.004248,0.5,-0.079786
0.373476,0.379046,0.5,-0.079786
0.374432,0.379046,0.5,-0.079786
0.376013,0.379046,0.5,-0.07965
0.377433,0.379046,0.5,-0.079575
0.37891,0.379046,0.5,-0.079532
0.380433,0.379046,0.5,-0.079541
0.382013,0.002759,0.5,-0.079454
0.383433,0.005893,0.5,-0.07942
0.385015,0.010428,0.5,-0.079385
0.386434,0.007201,0.5,-0.079364
0.388051,0.011881,0.5,-0.079368
0.389435,0.011881,0.5,-0.079405
0.391015,0.001005,0.5,-0.079491
0.392437,0.001005,0.5,-0.079362
0.394016,0.001005,0.5,-0.07938
0.395436,0.001005,0.5,-0.079384
0.397016,0.001005,0.5,-0.079428
0.399071,0.001005,0.5,-0.079383
0.400052,0.001005,0.5,-0.079354
0.401462,0.012127,0.5,-0.079475
0.402939,0.013702,0.5,-0.079463
0.404459,0.013431,0.5,-0.079413
0.406037,0.011994,0.5,-0.079424
0.407457,0.015383,0.5,-0.079424
0.409036,0.002395,0.5,-0.079395
0.410458,0.005674,0.5,-0.079482
0.412055,0.005674,0.5,-0.07947
0.41344,0.005678,0.5,-0.079516
0.41502,0.005678,0.5,-0.079458
0.416441,0.005678,0.5,-0.079503
0.41802,0.005678,0.5,-0.079479
0.419476,0.005678,0.5,-0.079484
0.421021,0.005678,0.5,-0.079404
0.422441,0.005678,0.5,-0.07945
0.424473,0.005678,0.5,-0.079313
0.425476,0.005678,0.5,-0.079391
0.426918,0.007059,0.5,-0.079527
0.428442,0.008826,0.5,-0.07942
0.43002,0.01193,0.5,-0.079419
0.431442,0.007086,0.5,-0.079379
0.433022,0.007086,0.5,-0.079436
0.43444,0.007086,0.5,-0.079453
0.436056,0.000873,0.5,-0.079467
0.437444,0.000873,0.5,-0.079496
0.439025,0.000873,0.5,-0.079487
0.440445,0.000873,0.5,-0.079402
0.442024,0.000873,0.5,-0.079516
0.443445,0.000849,0.5,-0.079373
0.445023,0.01549,0.5,-0.079428
0.446444,0.01515,0.5,-0.079457
0.448025,0.002542,0.5,-0.079499
0.450085,0.002519,0.5,-0.07949
0.451445,0.379321,0.5,-0.455008
0.452446,0.379321,0.5,-0.455008
0.454027,0.379321,0.5,-0.079485
0.455446,0.379321,0.5,-0.079406
0.457028,0.379321,0.5,-0.07939
0.458449,0.379321,0.5,-0.079465
0.460065,0.011816,0.5,-0.079493
0.461448,0.01814,0.5,-0.07944
0.463029,0.005027,0.5,-0.079384
0.464449,0.008467,0.5,-0.079488
0.466029,0.008467,0.5,-0.079407
0.467483,0.008467,0.5,-0.079407
0.46903,0.008467,0.5,-0.079336
0.47045,0.008467,0.5,-0.079419
0.472031,0.008467,0.5,-0.079447
0.473452,0.00098,0.5,-0.079436
0.474927,0.013601,0.5,-0.079427
0.477091,0.016937,0.5,-0.079486
0.478067,0.016937,0.5,-0.079461
0.479452,0.002449,0.5,-0.07947
0.481031,0.002449,0.5,-0.079435
0.482452,0.002449,0.5,-0.079388
0.484068,0.002449,0.5,-0.079463
0.485452,0.002449,0.5,-0.07946
0.487033,0.002449,0.5,-0.079472
0.488454,0.002449,0.5,-0.079464
0.490033,0.002449,0.5,-0.079438
0.491453,0.011942,0.5,-0.079438
0.493033,0.016633,0.5,-0.079488
0.494454,0.013377,0.5,-0.079435
0.496034,0.002446,0.5,-0.079437
0.497454,0.000734,0.5,-0.079436
0.498937,0.000734,0.5,-0.079354
0.500456,0.000734,0.5,-0.07942
0.502486,0.000694,0.5,-0.079431
0.503483,0.000694,0.5,-0.07947
0.505035,0.000694,0.5,-0.079431
0.506458,0.000694,0.5,-0.079465
0.508035,0.003824,0.5,-0.079427
0.509455,0.004054,0.5,-0.079379
0.511034,0.022671,0.5,-0.079422
0.512456,0.005536,0.5,-0.07941
0.514034,0.01186,0.5,-0.079416
0.515491,0.00073,0.5,-0.079414
0.517039,0.00073,0.5,-0.079403
0.518457,0.00073,0.5,-0.07944
0.520038,0.00073,0.5,-0.07939
0.521458,0.00073,0.5,-0.079445
0.522934,0.000693,0.5,-0.07943
0.524458,0.000693,0.5,-0.079434
0.526038,0.000693,0.5,-0.079479
0.527459,0.000693,0.5,-0.079422
0.529039,0.000342,0.5,-0.079483
0.530459,0.00091,0.5,-0.079417
0.532075,0.005583,0.5,-0.079373
0.533459,0.008587,0.5,-0.079434
0.535036,0.008587,0.5,-0.079427
0.53646,0.003845,0.5,-0.079352
0.538038,0.003845,0.5,-0.079485
0.539461,0.003845,0.5,-0.079421
0.541038,0.003845,0.5,-0.079424
0.542458,0.003845,0.5,-0.079389
0.544039,0.003845,0.5,-0.079449
0.545459,0.001026,0.5,-0.07945
0.546941,0.01014,0.5,-0.079484
0.54846,0.01634,0.5,-0.079474
0.550039,0.011816,0.5,-0.079401
0.55146,0.011816,0.5,-0.079403
0.55304,0.011816,0.5,-0.079383
0.554496,0.011816,0.5,-0.079452
0.556041,0.011816,0.5,-0.079434
0.557461,0.011816,0.5,-0.079455
0.559041,0.011816,0.5,-0.07942
0.560458,0.011816,0.5,-0.079444
0.562041,0.013268,0.5,-0.079433
0.563495,0.007038,0.5,-0.079506
0.565044,0.014892,0.5,-0.079449
0.566461,0.002537,0.5,-0.079418
0.56804,0.002537,0.5,-0.079396
0.569463,0.002537,0.5,-0.079462
0.570939,0.002537,0.5,-0.079487
0.572464,0.002537,0.5,-0.079377
0.574043,0.002537,0.5,-0.079393
0.575463,0.002537,0.5,-0.079489
0.577044,0.002537,0.5,-0.079459
0.578463,0.011763,0.5,-0.079473
0.58008,0.011763,0.5,-0.07949
0.581466,0.010358,0.5,-0.079428
0.583044,0.002431,0.5,-0.079487
0.584462,0.002431,0.5,-0.079418
0.586045,0.002431,0.5,-0.079463
0.587465,0.002431,0.5,-0.079496
0.589045,0.011805,0.5,-0.079478
0.590467,0.011805,0.5,-0.079509
0.592043,0.011805,0.5,-0.079423
0.593466,0.011805,0.5,-0.079416
0.594948,0.011805,0.5,-0.07942
0.596468,0.011805,0.5,-0.079388
0.598046,0.008503,0.5,-0.079453
0.599468,0.016301,0.5,-0.079474
0.601047,0.008514,0.5,-0.079429
0.602467,0.007074,0.5,-0.07945
0.603477,0.007046,0.5,-0.079424
0.605083,0.007046,0.5,-0.079382
0.606468,0.011761,0.5,-0.0795
0.608045,0.011643,0.5,-0.079423
0.609468,0.00906,0.5,-0.079388
0.610951,0.00906,0.5,-0.079381
0.612467,0.00906,0.5,-0.079468
0.614049,0.014987,0.5,-0.079473
0.615469,0.014987,0.5,-0.079401
0.617049,0.010491,0.5,-0.079411
0.61847,0.010491,0.5,-0.079448
0.620047,0.008541,0.5,-0.07946
0.62147,0.015082,0.5,-0.079415
0.623051,0.015082,0.5,-0.079398
0.624473,0.01039,0.5,-0.079416
0.626051,0.01039,0.5,-0.079449
0.627504,0.01039,0.5,-0.07948
0.629051,0.01039,0.5,-0.079414
